id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17559756,"NEW 3rd Floor, 2BR Downtown Boston",118122992,Billy,,Chinatown,42.3503,-71.06037,Entire home/apt,300,3,135,2021-02-16,2.78,4,118
17559846,NEW B 1BR Downtown Boston,118122992,Billy,,Chinatown,42.34835,-71.06039,Entire home/apt,125,29,208,2020-10-03,4.27,4,321
17567087,Charming South End Duplex (Pets Ok),119265681,Maude,,South End,42.34351,-71.06889,Entire home/apt,350,2,214,2021-07-05,4.14,2,219
17573922,"NEW 1st Floor, 1BR Downtown Boston",118122992,Billy,,Chinatown,42.34986,-71.06197,Entire home/apt,160,29,142,2020-11-22,2.74,4,284
17592876,Transportation Accessible Home,119541425,Esameldin,,Dorchester,42.3205,-71.06521,Entire home/apt,160,29,127,2020-12-25,2.46,1,326
17609053,⍟ Lofty South End Penthouse w/Street Parking! ⍟,12452436,Drew,,South End,42.33944,-71.07532,Entire home/apt,246,3,18,2021-07-06,0.45,1,3
17616603,Charming 1 bedroom Condo in Historic South End,55900538,Michael,,South End,42.33959,-71.08015,Entire home/apt,213,1,168,2021-06-26,3.49,1,267
17617918,Back Bay One Bedroom - Best Neighborhood in Boston!,22541573,Ken,,Fenway,42.3461,-71.0877,Entire home/apt,215,32,1,2017-06-19,0.02,14,274
17676984,Private room-10 min to downtown15 min to Cambridge,21745230,Jurek,,Charlestown,42.38376,-71.07707,Private room,54,1,5,2017-09-02,0.10,11,122
17704067,Great Location for your stay!,16186589,Marie,,Dorchester,42.30656,-71.07173,Private room,31,30,8,2017-11-18,0.16,25,314
17744380,Refined Oasis | near South End,42431392,Frank,,Roxbury,42.33025,-71.0871,Entire home/apt,521,10,110,2021-06-13,2.26,7,339
17779084,Huge rm Renovated Clean Subway Safe neighborhood,18517776,Huggy,,Roxbury,42.31333,-71.09339,Private room,36,91,0,,,31,365
17806747,Brand New North End Luxurious One Bedroom Condo up,10250257,Caroline,,North End,42.36393,-71.05223,Entire home/apt,102,91,14,2018-09-03,0.28,2,134
17807912,"Apartment in Jamaica Plain, Boston",53753788,Allison,,Jamaica Plain,42.29973,-71.11618,Entire home/apt,82,91,22,2018-08-24,0.45,1,90
17810176,★ The Buddha Room | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28901,-71.06819,Private room,79,2,80,2019-08-31,1.54,6,216
17810550,"Private, cls to Boston Landing & Harvard Business",121560733,Janet,,Brighton,42.36082,-71.13654,Private room,60,29,105,2021-04-17,2.06,1,118
17829165,Simple Private Room in Southie,36238029,Tucker,,South Boston,42.33591,-71.04813,Private room,80,91,4,2017-05-28,0.08,2,364
17832598,3BR 2.5Bath 2Parking By DWTN Airport BCEC Seaport,27630785,Jingjing,,South Boston,42.342,-71.05282,Entire home/apt,457,1,188,2021-06-13,3.86,1,106
17849739,Accessible & Great Private Bedroom Near T!,16186589,Marie,,Dorchester,42.28964,-71.06607,Private room,33,30,3,2020-03-27,0.08,25,314
17907229,Great 3 Bdr apartment with Airbeds!,16186589,Marie,,Dorchester,42.30133,-71.0648,Entire home/apt,98,30,0,,,25,314
17927755,Master Bedroom/Private Bathroom/Mission Hill/JP,106269675,Nadia,,Mission Hill,42.32938,-71.11024,Private room,65,32,77,2020-08-28,1.72,1,45
17942707,Newly Renovated 1 BR close to T and Northeastern!,18150109,Alex,,Roxbury,42.32807,-71.09557,Entire home/apt,143,91,98,2019-11-24,2.13,4,54
17952482,#101 Boston New heating AC room 全樓禁烟讲国语,112905339,Weihai,,Dorchester,42.30752,-71.06525,Private room,50,30,29,2021-05-19,0.63,16,114
17962385,"Heart of Boston- Large Studio, private entrance",116718872,Clare,,South End,42.34413,-71.07605,Entire home/apt,150,3,31,2020-09-01,0.65,1,63
17969508,Renovated House Large Bay Windows Near Orange Line,18517776,Huggy,,Roxbury,42.31343,-71.09345,Private room,36,91,0,,,31,365
17974950,"★ Sunny, Spacious & Modern ★ Cleaned & Sanitized!",69587,Boris & Susan,,East Boston,42.37642,-71.03784,Private room,89,1,497,2021-07-08,9.82,8,158
17994861,South End 2 Bed with Parking x 2,55715847,Lyndsay,,South End,42.34218,-71.079,Entire home/apt,200,91,1,2017-05-28,0.02,1,0
18055117,Boston Strong,124261946,Kimberly,,Dorchester,42.30403,-71.07564,Private room,39,91,2,2019-09-01,0.04,1,179
18070939,Large Stylish Newbury Street Studio w/kitchen,22348222,Maverick,,Back Bay,42.34981,-71.08263,Entire home/apt,133,1,215,2021-06-28,4.93,55,226
18141101,Private room near Harvard Stadium,91411121,Moon,,Brighton,42.35483,-71.13931,Private room,69,91,22,2019-03-31,0.43,3,365
18159981,Sunny Boston Apartment,30732884,Jeffery,,Dorchester,42.28897,-71.06613,Entire home/apt,195,91,73,2019-05-20,1.46,3,239
18162671,Twin Beds near Harvard Stadium/BU,91411121,Moon,,Allston,42.35294,-71.13978,Private room,89,91,45,2019-08-26,1.76,3,365
18170647,"Great 1 bedrm apt in Boston, Longwd Med",31340713,Kama,,Brighton,42.34133,-71.14605,Entire home/apt,134,29,3,2019-08-27,0.14,12,323
18194673,Warm and serene home in Roslindale part of Boston,27364068,Katie,,Roslindale,42.27708,-71.1337,Private room,60,2,77,2021-07-09,2.21,1,74
18199963,“The Tower Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35395,-71.16776,Private room,67,1,101,2021-07-05,2.12,6,306
18213171,"1 Bed Penthouse, private roof-deck. Best location.",74273610,Michael,,South End,42.34492,-71.06949,Entire home/apt,298,29,37,2019-09-30,0.72,1,0
18220200,Near Orange Line Renovated Clean AC Easy Parking,18517776,Huggy,,Roxbury,42.31337,-71.09339,Private room,36,91,1,2017-09-01,0.02,31,365
18240259,"Cozy, comfortable, and convenient.",14904600,Brian,,Jamaica Plain,42.3196,-71.1044,Private room,70,91,12,2017-06-01,0.24,1,0
18290558,★ Spacious & Modern ★ Professionally Sanitized ★,69587,Boris & Susan,,East Boston,42.3748,-71.03803,Private room,89,1,539,2021-07-06,10.60,8,153
18342681,"★ Modern, Cozy & Convenient ★ Close to Downtown!",69587,Boris & Susan,,East Boston,42.37441,-71.03809,Private room,89,1,443,2021-07-03,8.94,8,170
18342707,★Clean | Cozy Bedroom - Close to Subway & Airport★,69587,Boris & Susan,,East Boston,42.37612,-71.03807,Private room,87,1,458,2021-07-07,9.19,8,170
18354570,Newly Remodeled Studio in Back Bay - River View,66334205,Zack,,Back Bay,42.35318,-71.07904,Entire home/apt,154,30,131,2020-11-18,2.58,1,123
18368646,"M&R - Private Bdrm Living Room, Bathroom & Parking",7988017,Minter,,Dorchester,42.29189,-71.0574,Private room,75,2,92,2020-08-01,1.94,3,41
18396209,FLEXIBLE LEASES Downtown 4 Beds  2 Bath Boston,103216039,Olivia,,Downtown,42.35553,-71.05674,Entire home/apt,353,91,151,2019-12-23,4.21,1,364
18440681,"Walk to the beach or city, room 5",30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,55,1,79,2020-05-08,1.56,5,357
18526885,"Spacious, stylish, modern apartment on Orange Line",106950426,Paul,,Roxbury,42.31737,-71.09498,Private room,40,29,7,2021-07-01,0.21,2,29
18557609,Beacon Hill 1brm - walk everywhere!,66533138,Val,,Beacon Hill,42.35974,-71.06698,Entire home/apt,243,2,146,2021-06-25,3.20,1,332
18568481,Flats on D. Great Place to have fun.,128916761,Chris,,South Boston Waterfront,42.34534,-71.04232,Entire home/apt,118,91,5,2017-05-09,0.10,1,0
18580155,Updated single family steps to Roslindale Village,2363016,Sarah,,Roslindale,42.28659,-71.13586,Entire home/apt,250,29,16,2021-01-01,0.33,1,167
18582571,Clean upscale apt and location,129018803,Paula,,Beacon Hill,42.35782,-71.06975,Entire home/apt,145,91,2,2017-05-27,0.04,1,0
18584891,"◇Cape Cod Suite, with Private Bath ◇",31035862,"Roger Michael ""Corey""",,Dorchester,42.29402,-71.06196,Private room,71,1,464,2021-07-12,9.68,2,54
18605469,No longer available,38185168,Tim,,Dorchester,42.28266,-71.05867,Private room,110,91,3,2018-10-14,0.06,1,358
18612312,Logan Intl Airport - Boston I,129278480,Jay,,East Boston,42.39031,-71.00178,Private room,50,91,0,,,4,89
18613633,Boston - Logan Intl Airport III,129278480,Jay,,East Boston,42.38917,-71.00362,Private room,50,91,4,2019-11-30,0.19,4,89
18617002,Artist's loft in the South End,43666185,Shanta,,South End,42.34125,-71.06522,Entire home/apt,157,91,6,2017-08-17,0.13,1,0
18656728,Family Friendly Colorful Home - close to Subway!,129651567,Jovielle,,Jamaica Plain,42.31681,-71.10264,Entire home/apt,180,91,18,2019-08-10,0.37,1,0
18714825,Condo in Southie,40291423,Chris,,South Boston,42.33029,-71.05671,Entire home/apt,220,91,3,2017-07-04,0.06,1,0
18736738,Spacious 1BD APT w/ Devoted Entrance. Pet with fee,130336134,Elie,,West Roxbury,42.29486,-71.15989,Entire home/apt,127,91,13,2019-08-25,0.28,1,213
18756360,"Comfortable Stay, not far from Downtown and Fenway",101057334,Gregory,,Roxbury,42.32963,-71.09517,Private room,83,1,208,2021-06-20,4.38,5,127
18777049,"Master Bed, short distance to Downtown, Fenway",101057334,Gregory,,Roxbury,42.33143,-71.09368,Private room,83,1,195,2021-06-15,4.07,5,121
18789766,"2Twin Beds close to MBTA, short distance to Fenway",101057334,Gregory,,Roxbury,42.33138,-71.09336,Private room,83,1,142,2021-06-01,3.69,5,157
18790023,Escape Noisy City in Comfy/Spacious Private Room,9705586,Estuardo,,Roslindale,42.27801,-71.13446,Private room,60,2,63,2021-06-20,1.60,2,333
18840936,Cozy Room 3,131217528,Maria,,Dorchester,42.30726,-71.06457,Private room,37,29,132,2020-07-22,2.72,1,154
18875451,“The Sunset Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35418,-71.16776,Private room,67,1,125,2021-07-08,2.74,6,339
18875553,“The King's Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,70,1,49,2021-06-30,2.25,6,339
18875599,“The Pistachio Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,68,1,70,2021-07-03,1.62,6,306
18876533,“The In & Out Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35457,-71.16684,Private room,63,1,29,2021-07-09,29,6,315
18879634,Entire unit near T and Boston,19475054,Nancy,,Charlestown,42.38307,-71.08192,Entire home/apt,155,7,9,2017-08-27,0.18,1,90
18886077,"Stylish, modern duplex near Orange Line, Downtown",106950426,Paul,,Roxbury,42.3165,-71.09563,Private room,45,20,8,2020-03-13,0.16,2,0
18898296,"2Twin Beds close to Northeastern University, MBTA",101057334,Gregory,,Roxbury,42.32994,-71.0933,Private room,83,1,129,2021-06-24,2.79,5,165
18899037,"Queen Bed near subway, short distance to Fenway",101057334,Gregory,,Roxbury,42.32982,-71.09304,Private room,83,1,162,2021-06-09,4.11,5,162
18929249,Bright & Beautiful Abode | near Boston,119774057,Len & Eugenia,,Charlestown,42.38423,-71.07821,Entire home/apt,280,10,143,2021-04-26,3.31,1,283
18942870,Andrew Sq - Cozy Quiet Room,18479599,Agnieszka,,Dorchester,42.32458,-71.05999,Private room,75,91,0,,,8,365
18974032,10 Allston,106561162,Lucia,,Allston,42.3534,-71.13544,Private room,50,91,27,2017-08-19,0.57,1,0
18975041,Backbay Apartment,75630007,Rajiv,,South End,42.34524,-71.07793,Entire home/apt,184,91,3,2017-08-06,0.06,1,0
19017513,Walk to the Beach or City room 6,30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,55,1,90,2020-02-28,1.97,5,338
19020833,✪SunnyDouble min 2 Fenway/DT walk to subway freepk,25203946,Eder,,Dorchester,42.30925,-71.06365,Private room,49,7,17,2019-08-03,0.38,17,0
19037094,Trendy 1 bed in luxury seaport building,132854775,Kimber,,South Boston Waterfront,42.34867,-71.0435,Entire home/apt,490,91,12,2017-10-09,0.26,1,365
19050865,Brownstone|Contemporary Newbury Place|1BR 1BA #6,814298,Thatch,,Back Bay,42.34987,-71.08597,Entire home/apt,150,2,82,2021-07-08,2.97,96,50
19051657,Charming Quaint|Heart of Back Bay|1BR 1BA #5,814298,Thatch,,Back Bay,42.34774,-71.08587,Entire home/apt,150,2,57,2021-06-26,1.47,96,57
19052102,Brownstone|Shopping & Food on Newbury|1BR 1BA #4,814298,Thatch,,Back Bay,42.34762,-71.08477,Entire home/apt,139,2,61,2021-06-16,1.30,96,49
19065795,Modern Upscale Newbury Street | 1BR 1 BA #1,814298,Thatch,,Back Bay,42.34854,-71.08413,Entire home/apt,173,2,80,2021-06-27,3.21,96,44
19065830,Trendy Flat|Bright + Light Southie| 1BR 1BA #201,814298,Thatch,,South Boston,42.34144,-71.05722,Entire home/apt,120,3,74,2021-06-21,2.95,96,90
19065836,New|Shoppers|Foodies|Newbury|Suite 1BR 1BA #2,814298,Thatch,,Back Bay,42.34824,-71.08398,Entire home/apt,139,2,107,2021-06-22,2.23,96,65
19071875,Big newly renovated 2 bedroom condo in East Boston,15943555,Monya,,East Boston,42.37957,-71.04049,Entire home/apt,230,2,9,2019-05-27,0.38,4,0
19081087,So Central|Trendy Apt. in Southie 1BR 1BA #301,814298,Thatch,,South Boston,42.34155,-71.05625,Entire home/apt,120,3,82,2021-07-03,1.83,96,75
19081593,Southie Chill Spot|1 BR 1BA #401,814298,Thatch,,South Boston,42.3429,-71.05759,Entire home/apt,120,3,51,2021-06-17,1.07,96,95
19097569,Downtown 1 BR - BOS Park & Historic Public Gardens,757253,Nate,,Downtown,42.35203,-71.06288,Entire home/apt,128,1,28,2021-07-04,0.57,2,166
19100282,"Large, sunny hilltop home, nature lovers' paradise",133415983,Christina,,Jamaica Plain,42.30308,-71.13398,Entire home/apt,511,3,6,2019-07-14,0.17,1,15
19103076,"Large Suite w/ Private Bath,Hot tub,great location",133457702,Selim,,Jamaica Plain,42.32455,-71.10781,Private room,139,7,82,2019-09-09,1.79,1,67
19115310,"Spacious 2 bedroom, 2 bathroom apartment in Boston",53555623,Cody,,South Boston,42.34221,-71.05507,Entire home/apt,200,91,13,2019-06-09,0.37,1,0
19117781,"◇Cozy Townhouse Suite, with Private Bath ◇",31035862,"Roger Michael ""Corey""",,Dorchester,42.29366,-71.06422,Private room,65,1,410,2021-07-09,8.49,2,71
19123216,✪2 Double beds 4mi to Downtown near subway freepk✪,25203946,Eder,,Dorchester,42.31089,-71.06177,Private room,39,3,37,2019-07-30,0.93,17,0
19138622,19th Century Rehab |City Views|So End 1BD 1BA #4,814298,Thatch,,Roxbury,42.33972,-71.08159,Entire home/apt,280,30,63,2021-05-28,1.36,96,0
19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,4271667,Tianyu,,Dorchester,42.31343,-71.05495,Private room,55,1,103,2021-01-10,2.13,1,323
19143984,✪Sunny King+sofa SmartTV 4m to DWTN FreePk• walk2T,25203946,Eder,,Dorchester,42.31069,-71.06387,Private room,39,3,40,2019-08-06,1.04,17,0
19149341,Fun Houseboat,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,281,2,60,2021-06-23,1.24,3,323
19154786,Comfortable & Convenient ( Centrally Located).,133927887,Kat,,Fenway,42.34676,-71.08989,Entire home/apt,192,91,17,2018-06-22,0.35,14,0
19174144,Clean spacious modern 2BR JP condo,13897255,Chris,,Jamaica Plain,42.30676,-71.11278,Entire home/apt,180,91,5,2017-10-09,0.10,2,0
19182289,"Renovated House, Sunny & Clean room, New Window AC",18517776,Huggy,,Roxbury,42.31343,-71.0935,Private room,36,91,2,2017-08-30,0.06,31,365
19199379,Boston /Logan Airport & Train 3 bed. Country style,9073339,Elisangela,,East Boston,42.3798,-71.0347,Entire home/apt,314,1,225,2021-07-11,4.57,3,326
19209066,Logan Intl Airport - Boston II,129278480,Jay,,East Boston,42.38832,-71.00145,Private room,50,91,1,2018-02-01,0.02,4,364
19218722,Cozy Studio Apartment in Quiet Boston Neighborhood,133217709,Joshua,,West Roxbury,42.27594,-71.15044,Entire home/apt,60,91,0,,,1,41
19225442,Back Bay Duplex,48627982,Matt,,Back Bay,42.34983,-71.08993,Private room,60,180,9,2017-07-06,0.18,1,0
19248168,Cozy 1 bedroom apartment in Roslindale,129640002,John,,Roslindale,42.28316,-71.1384,Entire home/apt,95,30,76,2020-09-30,2.18,1,253
19291771,Beacon Hill | Mass General Hospital | 1BR 1BA #6,814298,Thatch,,Beacon Hill,42.3588,-71.07011,Entire home/apt,150,2,80,2021-06-26,2.39,96,52
19292171,1 Bdr Apt. Beacon Hill | Mass General Hospital #4,814298,Thatch,,Beacon Hill,42.35816,-71.07191,Entire home/apt,150,2,88,2021-06-25,2.29,96,46
19307193,Beacon Hill Historic Charles|1BR 1BA #2,814298,Thatch,,Beacon Hill,42.3593,-71.07004,Entire home/apt,139,2,83,2021-06-26,2.31,96,32
19308245,Quaint Cute Historic Charles|Studio #9,814298,Thatch,,Beacon Hill,42.35956,-71.07184,Entire home/apt,120,2,68,2021-06-27,1.40,96,24
19308998,Modern in Historic Charles|Designed Studio #7,814298,Thatch,,Beacon Hill,42.35757,-71.06979,Entire home/apt,120,2,71,2021-06-23,4.33,96,23
19309434,Charming Charles|Historic Beacon Hill|Studio #5,814298,Thatch,,Beacon Hill,42.35947,-71.07005,Entire home/apt,122,2,78,2021-07-01,3.10,96,31
19309861,Historic Beacon Hill Studio | #3,814298,Thatch,,Beacon Hill,42.35957,-71.07118,Entire home/apt,120,2,51,2021-06-23,1.49,96,32
19315157,CLEAN Smart Room w/Roof Deck Near Airport & D-town,74019501,Adam,,East Boston,42.37515,-71.03315,Private room,91,1,492,2021-06-29,10.73,1,101
19327752,Rozzie Room,237023,Margie,,Roslindale,42.28427,-71.14078,Private room,40,30,27,2021-02-27,0.55,1,55
19330793,Jamaica Plain apartment,57925675,Megara,,Jamaica Plain,42.31606,-71.11343,Entire home/apt,70,91,14,2017-08-21,0.28,1,0
19346500,Brand New Modern Apartment next to HBS,24986965,Katherine,,Allston,42.35143,-71.13061,Entire home/apt,160,91,1,2017-11-05,0.02,1,0
19351506,Newly renovated modern 1 bedroom apartment,56359408,Billy,,Roxbury,42.32934,-71.06927,Entire home/apt,139,91,38,2020-02-29,1.67,5,285
19356659,Cozy and Convenient ( Great Location),133927887,Kat,,Fenway,42.34037,-71.08871,Entire home/apt,162,91,10,2017-08-29,0.21,14,0
19358947,Downtown- on the Boston Common,799496,Kj,,Downtown,42.35161,-71.06457,Entire home/apt,200,29,203,2021-02-22,5.22,2,175
19364110,Large clean private room close to downtown,80570686,Siena,,Mission Hill,42.33217,-71.1017,Private room,100,2,51,2019-10-29,1.10,4,142
19364446,Light and cozy private room,134737866,Maria,,Brighton,42.35272,-71.1643,Private room,36,91,0,,,1,0
19366533,Boston step a train&bus  beautiful house,4546050,Margarita,,West Roxbury,42.27975,-71.16035,Private room,66,3,16,2021-07-08,0.47,1,359
19373388,Classic New England apartment on MBTA Red line,116319471,Greg And Alicia,,Dorchester,42.29031,-71.06681,Entire home/apt,95,28,102,2021-07-03,2.66,2,87
19411593,"Stefano and Silvia (must love cats, thank you :))",57812241,Alexia,,Dorchester,42.31825,-71.05633,Private room,79,91,4,2018-07-14,0.11,8,356
19473060,“The Sanctuary Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35397,-71.16775,Private room,69,1,70,2021-06-18,2.08,6,333
19484144,Quirky studio in Jamaica Plain,17844905,Susie,,Jamaica Plain,42.31387,-71.10864,Entire home/apt,94,2,37,2021-06-30,0.93,2,115
19540224,Free Parking at Newly Renovated 1 Bed Basement Unt,130680380,Jodie,,Fenway,42.3494,-71.09566,Entire home/apt,250,9,192,2021-06-22,4.20,4,31
19574477,Gorgeous Audubon Circle Studios (1),70331522,Laurie,,Fenway,42.34633,-71.10317,Entire home/apt,185,30,89,2020-03-07,2.04,2,295
19581567,Freedom Trail Condo,93353522,Thomas,,Charlestown,42.37537,-71.05962,Entire home/apt,214,2,119,2021-06-26,2.63,1,7
19584489,Renovated modern 1 bed beside State House,26988,Anne,,Downtown,42.3571,-71.06175,Entire home/apt,90,32,7,2021-06-05,0.24,5,186
19593368,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,56359408,Billy,,Downtown,42.35145,-71.06461,Entire home/apt,155,91,46,2020-11-30,1.24,5,129
19727919,Shelly's Bunk Room,139072570,Lance And Shelly,,East Boston,42.38138,-71.02312,Private room,58,1,308,2021-07-01,7.21,5,315
19735537,Diana North End,122351910,Elena,,Downtown,42.36538,-71.05861,Private room,100,91,0,,,1,0
19790139,Bunker Hill Beauty,739333,Andrew,,Charlestown,42.38035,-71.06928,Entire home/apt,90,91,21,2019-02-23,0.57,1,0
19885281,#203 Boston New AC Female only Queen Bed Room,112905339,Weihai,,Dorchester,42.3075,-71.06533,Private room,48,30,37,2019-10-09,1.01,16,262
19885345,#202 Boston private AC Queen BR 全楼禁烟 female only,112905339,Weihai,,Dorchester,42.30792,-71.06513,Private room,48,30,26,2020-09-04,0.68,16,129
19904967,Penthouse suite in historic Beacon Hill,140952422,Evan And Sabrina,,Beacon Hill,42.35734,-71.07094,Entire home/apt,200,91,7,2019-08-19,0.19,1,0
19918817,#204 Boston private Central AC 禁烟 Female only,112905339,Weihai,,Dorchester,42.30754,-71.06525,Private room,49,30,26,2020-09-02,0.72,16,317
19969497,*Special! Modern City Triplex!! *Close to Center,28662210,Terry,,Roxbury,42.33016,-71.09527,Entire home/apt,475,3,114,2020-11-14,2.94,4,117
19982161,"Cozy, Bright Studio in Back Bay/South End",12195484,Rada,,Back Bay,42.34728,-71.07585,Entire home/apt,190,91,27,2021-04-20,1.02,1,61
19996537,Cozy studio in Fenway,33529388,Liqin,,Fenway,42.34096,-71.09928,Entire home/apt,82,91,2,2017-07-24,0.04,1,0
19997604,Back Bay Apartment near MIT and Newbury Street,51079261,Riverside,,Fenway,42.35095,-71.09009,Entire home/apt,440,2,30,2019-09-11,0.63,2,5
20000347,Loft Style 1 Mile from Downtown Boston Brownstone.,122568097,Nick,,Roxbury,42.32422,-71.09616,Entire home/apt,120,91,70,2019-11-10,1.94,2,267
20055667,Newly Renovated Private Bedroom Close to  Airport,15943555,Monya,,East Boston,42.37808,-71.04042,Private room,80,1,38,2019-11-03,0.83,4,0
20137039,Beautiful condo with city benefits,32755249,Dennis,,Dorchester,42.31947,-71.05538,Entire home/apt,200,2,27,2021-06-28,1.05,1,12
20137476,Cozy Room in Beacon Hill/MIT/MGH! (Room A),95634275,Sophia,,Beacon Hill,42.35966,-71.06538,Private room,140,28,168,2019-12-23,5.10,5,207
20152689,Cozy Room in the Heart of Boston (MGH/Downtown),95634275,Sophia,,Beacon Hill,42.36019,-71.064,Private room,127,29,187,2020-04-25,4.59,5,207
20229074,Great South End / Back Bay location! 1 bed condo,84699905,Jack,,South End,42.34631,-71.07188,Entire home/apt,298,2,59,2021-06-27,1.64,1,174
20237145,"Bright and Spacious 3 BedR., 1 bath",66645251,Mary,,Dorchester,42.30427,-71.06056,Entire home/apt,245,2,48,2021-07-05,1.32,2,121
20268369,Large Private Bedroom Close to Airport,15943555,Monya,,East Boston,42.37833,-71.04052,Private room,160,2,16,2019-10-20,0.63,4,0
20269422,"#205 Boston Private Room 双床 ( females, or couple)",112905339,Weihai,,Dorchester,42.3077,-71.06489,Private room,65,30,31,2020-09-30,0.79,16,153
20269943,★ PRIVATE Condo in Prime Location ★,144512715,Mike,,North End,42.36732,-71.05573,Entire home/apt,96,29,334,2021-02-21,7.20,1,174
20406376,Private room in Jamaica Plain condominium.,145521726,Oghogho,,Jamaica Plain,42.32602,-71.10434,Private room,45,29,29,2020-06-25,0.63,1,0
20417844,Private Suite in South Boston | Convenient to BCEC,17487234,Andrew,,South Boston,42.33927,-71.05215,Private room,150,1,91,2020-10-13,62.05,1,48
20420751,Sunny Private Room in Beautiful Chestnut hill,33131531,ChiChi,,Brighton,42.33836,-71.14954,Private room,65,91,11,2019-06-22,0.23,3,0
20431834,Southie Townhome with Private Room/Bath/Entrance!,99396351,Nick,,South Boston,42.33474,-71.05545,Private room,100,1,124,2021-07-04,3.44,1,80
20445979,Near Silver Line easy 2 Cambridge/Downtown/LMA/BMC,145930475,Huggy,,Roxbury,42.32652,-71.0799,Private room,35,91,4,2017-08-29,0.11,6,365
20446955,Your Other Home in a Different Town,51772323,Vanessa,,Hyde Park,42.26724,-71.10521,Private room,80,91,20,2019-05-21,0.43,2,179
20456058,Very cool place in a very cool location.,50509814,Avi,,Allston,42.3487,-71.13436,Entire home/apt,125,91,5,2017-10-08,0.11,1,0
20459710,Good place for hangout,136833198,Kishore,,Mission Hill,42.33505,-71.10036,Entire home/apt,200,91,0,,,1,0
20466987,2 Bed / 1.5 Bath Condo. 5-minute walk to Red Line.,494453,Dave,,Dorchester,42.32041,-71.05803,Entire home/apt,165,1,78,2020-04-13,1.74,1,68
20479416,Shelly's Garden Room,139072570,Lance And Shelly,,East Boston,42.38138,-71.02312,Private room,57,1,176,2021-07-11,4.69,5,311
20547874,Sunny Private Room in Chestnut hill,33131531,ChiChi,,Brighton,42.34025,-71.14953,Private room,65,91,6,2018-06-25,0.15,3,0
20588785,The Moontower Apartment,88360952,Anthony,,Chinatown,42.35236,-71.05979,Private room,50,91,63,2018-12-15,1.56,2,0
20607519,Boston Home Base: Cozy Two Bedroom,3343710,Hazel,,Allston,42.36108,-71.13339,Entire home/apt,280,91,1,2018-04-17,0.03,1,0
20623854,Huge Bedroom & Private Bath in House of Porches,731061,Gabrielle,,Jamaica Plain,42.31703,-71.11655,Private room,70,3,48,2020-01-20,1.22,1,0
20634420,Friendly family single room,27871799,Althea,,Mattapan,42.2765,-71.07733,Private room,55,1,40,2021-06-30,1.17,6,31
20649310,Comfort and convenience in Boston with parking,42379994,Ken,,Roslindale,42.27975,-71.12545,Private room,109,29,33,2019-12-29,0.71,1,237
20650593,The Historic House in the North End/Waterfront,27172259,Travis,,North End,42.36765,-71.05496,Entire home/apt,1052,91,104,2019-08-18,2.72,1,0
20655696,ChicRetreat FreePrkg Grill min2 Beach Downtown,25203946,Eder,,Dorchester,42.30945,-71.06212,Entire home/apt,506,2,39,2021-06-13,1.03,17,342
20687802,"Close to BMC, LMA, Northesatern Renovated House 24",145930475,Huggy,,Roxbury,42.32749,-71.07911,Private room,35,91,8,2019-03-20,0.18,6,365
20694962,Feel at home in a good vibes place.,6213128,Oscar,,Allston,42.34867,-71.13103,Private room,120,91,5,2019-11-03,0.15,1,90
20704205,West Roxbury private room,38772291,Kevin,,West Roxbury,42.264,-71.15166,Private room,90,91,1,2017-08-31,0.02,1,0
20723594,Lower level private room and bath in Savin Hill,72139831,Robin,,Dorchester,42.30776,-71.04838,Hotel room,75,1,116,2021-07-06,2.87,4,296
20732065,Boston king Whole Apartment with 4BRs free parking,9663343,Sarah,,Dorchester,42.30762,-71.07953,Entire home/apt,250,29,44,2019-10-27,1.22,1,355
20754696,Cozy Private Garden Studio near the Heart of JP,883209,Ann & Esther,,Jamaica Plain,42.30615,-71.11674,Entire home/apt,120,3,121,2021-07-05,3.14,1,70
20772091,"Waterfront, Convention Centers, near Downtown.",34584706,George,,South Boston Waterfront,42.35103,-71.04041,Private room,149,91,3,2017-09-16,0.07,2,364
20775116,Gorgeous Audubon Circle Studios (2),70331522,Laurie,,Fenway,42.34737,-71.1033,Entire home/apt,178,30,111,2021-05-22,2.43,2,262
20785742,Symphony Place,148963669,Richard And Vicki,,Fenway,42.34132,-71.08615,Entire home/apt,200,2,112,2020-03-18,2.45,1,258
20812122,"North End, TD Garden, North Sta, Govt Ctr, Hanover",3932821,Greg,,Downtown,42.36611,-71.05914,Private room,65,91,0,,,1,115
